,Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Overtime,FTR,Situation,Min,Period,Quarter,Year
1187,Messi,18/19,LaLiga,29,30-03-2019,H,FC Barcelona,RCD Espanyol Barcelona,2-0,RW,71,1-0,Direct free kick,,0,H,Adelantar,71,2nd,Q2 2nd,19
1188,Messi,18/19,LaLiga,29,30-03-2019,H,FC Barcelona,RCD Espanyol Barcelona,2-0,RW,89,2-0,Left-footed shot,Malcom,0,H,Ampliar,89,2nd,Q3 2nd,19
1189,Messi,18/19,LaLiga,30,02-04-2019,A,FC Barcelona,Villarreal CF,4-4,RW,90,4-3,Direct free kick,,0,D,Recortar,90,2nd,Q3 2nd,19
1190,Messi,18/19,LaLiga,31,06-04-2019,H,FC Barcelona,Atletico de Madrid,2-0,SS,87,2-0,Left-footed shot,,0,H,Ampliar,87,2nd,Q3 2nd,19
1191,CR7,18/19,UEFA Champions League,Quarter-Finals,10-04-2019,A,Juventus FC,Ajax Amsterdam,1-1,LW,45,0-1,Header,JoÃ£o Cancelo,0,D,Adelantar,45,1st,Q3 1st,19
1192,Messi,18/19,UEFA Champions League,Quarter-Finals,16-04-2019,H,FC Barcelona,Manchester United,3-0,RW,16,1-0,Left-footed shot,,0,H,Adelantar,16,1st,Q2 1st,19
1193,Messi,18/19,UEFA Champions League,Quarter-Finals,16-04-2019,H,FC Barcelona,Manchester United,3-0,RW,20,2-0,Right-footed shot,,0,H,Ampliar,20,1st,Q2 1st,19
1194,CR7,18/19,UEFA Champions League,Quarter-Finals,16-04-2019,H,Juventus FC,Ajax Amsterdam,1-2,LW,28,1-0,Header,Miralem Pjanic,0,A,Adelantar,28,1st,Q2 1st,19
1195,CR7,18/19,Serie A,34,27-04-2019,A,Juventus FC,Inter Milan,1-1,CF,62,1-1,Left-footed shot,Miralem Pjanic,0,D,Empatar,62,2nd,Q2 2nd,19
1196,Messi,18/19,LaLiga,35,27-04-2019,H,FC Barcelona,Levante UD,1-0,RW,62,1-0,Left-footed shot,Arturo Vidal,0,H,Adelantar,62,2nd,Q2 2nd,19
1197,Messi,18/19,UEFA Champions League,Semi-Finals,01-05-2019,H,FC Barcelona,Liverpool FC,3-0,RW,75,2-0,Left-footed shot,Luis Suarez,0,H,Ampliar,75,2nd,Q2 2nd,19
1198,Messi,18/19,UEFA Champions League,Semi-Finals,01-05-2019,H,FC Barcelona,Liverpool FC,3-0,RW,82,3-0,Direct free kick,,0,H,Ampliar,82,2nd,Q3 2nd,19
1199,CR7,18/19,Serie A,35,03-05-2019,H,Juventus FC,Torino FC,1-1,CF,84,1-1,Header,Leonardo Spinazzola,0,D,Empatar,84,2nd,Q3 2nd,19
1200,Messi,18/19,LaLiga,38,19-05-2019,A,FC Barcelona,SD Eibar,2-2,CF,32,1-2,Left-footed shot,Ivan Rakitic,0,D,Adelantar,32,1st,Q3 1st,19
1201,Messi,18/19,LaLiga,38,19-05-2019,A,FC Barcelona,SD Eibar,2-2,CF,31,1-1,Left-footed shot,Arturo Vidal,0,D,Empatar,31,1st,Q3 1st,19
1202,Messi,18/19,Copa del Rey,Final,25-05-2019,H,FC Barcelona,Valencia CF,1-2,CF,73,1-2,Left-footed shot,Clement Lenglet,0,A,Recortar,73,2nd,Q2 2nd,19
1203,CR7,19/20,Serie A,2,31-08-2019,H,Juventus FC,SSC Napoli,4-3,LW,62,3-0,Left-footed shot,Douglas Costa,0,H,Ampliar,62,2nd,Q2 2nd,20
1204,CR7,19/20,Serie A,4,21-09-2019,H,Juventus FC,Hellas Verona,2-1,LW,49,2-1,Penalty,,0,H,Adelantar,49,2nd,Q1 2nd,20
1205,CR7,19/20,Serie A,6,28-09-2019,H,Juventus FC,SPAL,2-0,CF,78,2-0,Header,Paulo Dybala,0,H,Ampliar,78,2nd,Q3 2nd,20
1206,CR7,19/20,UEFA Champions League,Group Stage,01-10-2019,H,Juventus FC,Bayer 04 Leverkusen,3-0,CF,89,3-0,Right-footed shot,Paulo Dybala,0,H,Ampliar,89,2nd,Q3 2nd,20
1207,Messi,19/20,LaLiga,8,06-10-2019,H,FC Barcelona,Sevilla FC,4-0,RW,78,4-0,Direct free kick,,0,H,Ampliar,78,2nd,Q3 2nd,20
1208,Messi,19/20,LaLiga,9,19-10-2019,A,FC Barcelona,SD Eibar,0-3,RW,58,0-2,Left-footed shot,Antoine Griezmann,0,A,Ampliar,58,2nd,Q1 2nd,20
1209,CR7,19/20,Serie A,8,19-10-2019,H,Juventus FC,Bologna FC 1909,2-1,CF,19,1-0,Right-footed shot,,0,H,Adelantar,19,1st,Q2 1st,20
1210,Messi,19/20,UEFA Champions League,Group Stage,23-10-2019,A,FC Barcelona,SK Slavia Prague,1-2,RW,3,0-1,Left-footed shot,Arthur,0,A,Adelantar,3,1st,Q1 1st,20
1211,Messi,19/20,LaLiga,11,29-10-2019,H,FC Barcelona,Real Valladolid CF,5-1,RW,75,4-1,Left-footed shot,Ivan Rakitic,0,H,Ampliar,75,2nd,Q2 2nd,20
1212,Messi,19/20,LaLiga,11,29-10-2019,H,FC Barcelona,Real Valladolid CF,5-1,RW,34,3-1,Direct free kick,,0,H,Ampliar,34,1st,Q3 1st,20
1213,CR7,19/20,Serie A,10,30-10-2019,H,Juventus FC,Genoa CFC,2-1,CF,90+6,2-1,Penalty,,0,H,Adelantar,90,2nd,Q3 2nd,20
1214,Messi,19/20,LaLiga,12,02-11-2019,A,FC Barcelona,Levante UD,3-1,RW,38,0-1,Penalty,,0,H,Adelantar,38,1st,Q3 1st,20
1215,Messi,19/20,LaLiga,13,09-11-2019,H,FC Barcelona,Celta de Vigo,4-1,RW,45+1,2-1,Direct free kick,,0,H,Adelantar,45,1st,Q3 1st,20
1216,Messi,19/20,LaLiga,13,09-11-2019,H,FC Barcelona,Celta de Vigo,4-1,RW,23,1-0,Penalty,,0,H,Adelantar,23,1st,Q2 1st,20
1217,Messi,19/20,LaLiga,13,09-11-2019,H,FC Barcelona,Celta de Vigo,4-1,RW,48,3-1,Direct free kick,,0,H,Ampliar,48,2nd,Q1 2nd,20
1218,Messi,19/20,UEFA Champions League,Group Stage,27-11-2019,H,FC Barcelona,Borussia Dortmund,3-1,RW,33,2-0,Left-footed shot,Luis Suarez,0,H,Ampliar,33,1st,Q3 1st,20
1219,CR7,19/20,Serie A,14,01-12-2019,H,Juventus FC,US Sassuolo,2-2,CF,68,2-2,Penalty,,0,D,Empatar,68,2nd,Q2 2nd,20
1220,Messi,19/20,LaLiga,15,01-12-2019,A,FC Barcelona,Atletico de Madrid,0-1,RW,86,0-1,Left-footed shot,Luis Suarez,0,A,Adelantar,86,2nd,Q3 2nd,20
1221,Messi,19/20,LaLiga,16,07-12-2019,H,FC Barcelona,RCD Mallorca,5-2,RW,17,2-0,Left-footed shot,Antoine Griezmann,0,H,Ampliar,17,1st,Q2 1st,20
1222,Messi,19/20,LaLiga,16,07-12-2019,H,FC Barcelona,RCD Mallorca,5-2,RW,83,5-2,Left-footed shot,Luis Suarez,0,H,Ampliar,83,2nd,Q3 2nd,20
1223,Messi,19/20,LaLiga,16,07-12-2019,H,FC Barcelona,RCD Mallorca,5-2,RW,41,3-1,Left-footed shot,Ivan Rakitic,0,H,Ampliar,41,1st,Q3 1st,20
1224,CR7,19/20,Serie A,15,07-12-2019,A,Juventus FC,SS Lazio,3-1,CF,25,0-1,Tap-in,Rodrigo Bentancur,0,H,Adelantar,25,1st,Q2 1st,20
1225,CR7,19/20,UEFA Champions League,Group Stage,11-12-2019,A,Juventus FC,Bayer 04 Leverkusen,0-2,CF,75,0-1,Right-footed shot,Paulo Dybala,0,A,Adelantar,75,2nd,Q2 2nd,20
1226,CR7,19/20,Serie A,16,15-12-2019,H,Juventus FC,Udinese Calcio,3-1,CF,37,2-0,Left-footed shot,Gonzalo Higuain,0,H,Ampliar,37,1st,Q3 1st,20
1227,CR7,19/20,Serie A,16,15-12-2019,H,Juventus FC,Udinese Calcio,3-1,CF,9,1-0,Right-footed shot,,0,H,Adelantar,9,1st,Q1 1st,20
1228,CR7,19/20,Serie A,17,18-12-2019,A,Juventus FC,UC Sampdoria,1-2,LW,45,1-2,Header,Alex Sandro,0,A,Adelantar,45,1st,Q3 1st,20
1229,Messi,19/20,LaLiga,18,21-12-2019,H,FC Barcelona,Deportivo Alaves,4-1,RW,69,3-1,Left-footed shot,Luis Suarez,0,H,Ampliar,69,2nd,Q2 2nd,20
1230,CR7,19/20,Serie A,18,06-01-2020,H,Juventus FC,Cagliari Calcio,4-0,CF,82,4-0,Left-footed shot,Douglas Costa,0,H,Ampliar,82,2nd,Q3 2nd,20
1231,CR7,19/20,Serie A,18,06-01-2020,H,Juventus FC,Cagliari Calcio,4-0,CF,67,2-0,Penalty,,0,H,Ampliar,67,2nd,Q2 2nd,20
1232,CR7,19/20,Serie A,18,06-01-2020,H,Juventus FC,Cagliari Calcio,4-0,CF,49,1-0,Right-footed shot,,0,H,Adelantar,49,2nd,Q1 2nd,20
1233,Messi,19/20,Supercopa de España,Semi-Finals,09-01-2020,H,FC Barcelona,Atletico de Madrid,2-3,RW,51,1-1,Right-footed shot,Luis Suarez,0,A,Empatar,51,2nd,Q1 2nd,20
1234,CR7,19/20,Serie A,19,12-01-2020,A,Juventus FC,AS Roma,1-2,CF,10,0-2,Penalty,,0,A,Ampliar,10,1st,Q1 1st,20
1235,CR7,19/20,Serie A,20,19-01-2020,H,Juventus FC,Parma Calcio 1913,2-1,CF,43,1-0,Deflected shot on goal,Blaise Matuidi,0,H,Adelantar,43,1st,Q3 1st,20
1236,CR7,19/20,Serie A,20,19-01-2020,H,Juventus FC,Parma Calcio 1913,2-1,CF,58,2-1,Right-footed shot,Paulo Dybala,0,H,Adelantar,58,2nd,Q1 2nd,20
1237,Messi,19/20,LaLiga,20,19-01-2020,H,FC Barcelona,Granada CF,1-0,CF,76,1-0,Right-footed shot,Arturo Vidal,0,H,Adelantar,76,2nd,Q3 2nd,20
1238,CR7,19/20,Italy Cup,Quarter-Finals,22-01-2020,H,Juventus FC,AS Roma,3-1,LW,26,1-0,Left-footed shot,Gonzalo Higuain,0,H,Adelantar,26,1st,Q2 1st,20
1239,CR7,19/20,Serie A,21,26-01-2020,A,Juventus FC,SSC Napoli,2-1,LW,90,2-1,Right-footed shot,Rodrigo Bentancur,0,H,Recortar,90,2nd,Q3 2nd,20
1240,Messi,19/20,Copa del Rey,Round of 16,30-01-2020,H,FC Barcelona,CD Leganes,5-0,RW,89,5-0,Left-footed shot,Ivan Rakitic,0,H,Ampliar,89,2nd,Q3 2nd,20
1241,Messi,19/20,Copa del Rey,Round of 16,30-01-2020,H,FC Barcelona,CD Leganes,5-0,RW,59,3-0,Left-footed shot,Frenkie de Jong,0,H,Ampliar,59,2nd,Q1 2nd,20
1242,CR7,19/20,Serie A,22,02-02-2020,H,Juventus FC,ACF Fiorentina,3-0,LW,40,1-0,Penalty,,0,H,Adelantar,40,1st,Q3 1st,20
1243,CR7,19/20,Serie A,22,02-02-2020,H,Juventus FC,ACF Fiorentina,3-0,LW,80,2-0,Penalty,,0,H,Ampliar,80,2nd,Q3 2nd,20
1244,CR7,19/20,Serie A,23,08-02-2020,A,Juventus FC,Hellas Verona,2-1,LW,65,0-1,Right-footed shot,Rodrigo Bentancur,0,H,Adelantar,65,2nd,Q2 2nd,20
1245,CR7,19/20,Italy Cup,Semi-Finals,13-02-2020,A,Juventus FC,AC Milan,1-1,LW,90+1,1-1,Penalty,,0,D,Empatar,90,2nd,Q3 2nd,20
1246,CR7,19/20,Serie A,25,22-02-2020,A,Juventus FC,SPAL,1-2,LW,39,0-1,Tap-in,Juan Cuadrado,0,A,Adelantar,39,1st,Q3 1st,20
1247,Messi,19/20,LaLiga,25,22-02-2020,H,FC Barcelona,SD Eibar,5-0,SS,14,1-0,Left-footed shot,Ivan Rakitic,0,H,Adelantar,14,1st,Q1 1st,20
1248,Messi,19/20,LaLiga,25,22-02-2020,H,FC Barcelona,SD Eibar,5-0,SS,37,2-0,Left-footed shot,Arturo Vidal,0,H,Ampliar,37,1st,Q3 1st,20
1249,Messi,19/20,LaLiga,25,22-02-2020,H,FC Barcelona,SD Eibar,5-0,SS,40,3-0,Left-footed shot,,0,H,Ampliar,40,1st,Q3 1st,20
1250,Messi,19/20,LaLiga,25,22-02-2020,H,FC Barcelona,SD Eibar,5-0,SS,87,4-0,Left-footed shot,,0,H,Ampliar,87,2nd,Q3 2nd,20
1251,Messi,19/20,LaLiga,27,07-03-2020,H,FC Barcelona,Real Sociedad,1-0,CF,81,1-0,Penalty,,0,H,Adelantar,81,2nd,Q3 2nd,20
1252,Messi,19/20,LaLiga,28,13-06-2020,A,FC Barcelona,RCD Mallorca,0-4,RW,90+3,0-4,Right-footed shot,Luis Suarez,0,A,Ampliar,90,2nd,Q3 2nd,20
1253,Messi,19/20,LaLiga,29,16-06-2020,H,FC Barcelona,CD Leganes,2-0,RW,69,2-0,Penalty,,0,H,Ampliar,69,2nd,Q2 2nd,20
1254,CR7,19/20,Serie A,27,22-06-2020,A,Juventus FC,Bologna FC 1909,0-2,LW,23,0-1,Penalty,,0,A,Adelantar,23,1st,Q2 1st,20
1255,CR7,19/20,Serie A,28,26-06-2020,H,Juventus FC,US Lecce,4-0,LW,62,2-0,Penalty,,0,H,Ampliar,62,2nd,Q2 2nd,20
1256,Messi,19/20,LaLiga,33,30-06-2020,H,FC Barcelona,Atletico de Madrid,2-2,SS,50,2-1,Penalty,,0,D,Adelantar,50,2nd,Q1 2nd,20
1257,CR7,19/20,Serie A,29,30-06-2020,A,Juventus FC,Genoa CFC,1-3,LW,56,0-2,Long distance kick,Miralem Pjanic,0,A,Ampliar,56,2nd,Q1 2nd,20
1258,CR7,19/20,Serie A,30,04-07-2020,H,Juventus FC,Torino FC,4-1,LW,61,3-1,Direct free kick,,0,H,Ampliar,61,2nd,Q2 2nd,20
1259,CR7,19/20,Serie A,31,07-07-2020,A,Juventus FC,AC Milan,4-2,LW,53,0-2,Left-footed shot,Juan Cuadrado,0,H,Ampliar,53,2nd,Q1 2nd,20
1260,CR7,19/20,Serie A,32,11-07-2020,H,Juventus FC,Atalanta BC,2-2,LW,90,2-2,Penalty,,0,D,Empatar,90,2nd,Q3 2nd,20
1261,CR7,19/20,Serie A,32,11-07-2020,H,Juventus FC,Atalanta BC,2-2,LW,55,1-1,Penalty,,0,D,Empatar,55,2nd,Q1 2nd,20
1262,Messi,19/20,LaLiga,37,16-07-2020,H,FC Barcelona,CA Osasuna,1-2,RW,62,1-1,Direct free kick,,0,A,Empatar,62,2nd,Q2 2nd,20
1263,Messi,19/20,LaLiga,38,19-07-2020,A,FC Barcelona,Deportivo Alaves,0-5,RW,34,0-2,Left-footed shot,Riqui Puig,0,A,Ampliar,34,1st,Q3 1st,20
1264,Messi,19/20,LaLiga,38,19-07-2020,A,FC Barcelona,Deportivo Alaves,0-5,RW,75,0-5,Left-footed shot,Jordi Alba,0,A,Ampliar,75,2nd,Q2 2nd,20
1265,CR7,19/20,Serie A,34,20-07-2020,H,Juventus FC,SS Lazio,2-1,LW,51,1-0,Penalty,,0,H,Adelantar,51,2nd,Q1 2nd,20
1266,CR7,19/20,Serie A,34,20-07-2020,H,Juventus FC,SS Lazio,2-1,LW,54,2-0,Counter attack goal,Paulo Dybala,0,H,Ampliar,54,2nd,Q1 2nd,20
1267,CR7,19/20,Serie A,36,26-07-2020,H,Juventus FC,UC Sampdoria,2-0,LW,45+7,1-0,Right-footed shot,Miralem Pjanic,0,H,Adelantar,45,1st,Q3 1st,20
1268,CR7,19/20,UEFA Champions League,Round of 16,07-08-2020,H,Juventus FC,Olympique Lyon,2-1,LW,60,2-1,Left-footed shot,Federico Bernardeschi,0,H,Adelantar,60,2nd,Q1 2nd,20
1269,CR7,19/20,UEFA Champions League,Round of 16,07-08-2020,H,Juventus FC,Olympique Lyon,2-1,LW,43,1-1,Penalty,,0,H,Empatar,43,1st,Q3 1st,20
1270,Messi,19/20,UEFA Champions League,Round of 16,08-08-2020,H,FC Barcelona,SSC Napoli,3-1,SS,23,2-0,Left-footed shot,,0,H,Ampliar,23,1st,Q2 1st,20
1271,CR7,20/21,Serie A,1,20-09-2020,H,Juventus FC,UC Sampdoria,3-0,CF,88,3-0,Right-footed shot,Aaron Ramsey,0,H,Ampliar,88,2nd,Q3 2nd,21
1272,CR7,20/21,Serie A,2,27-09-2020,A,Juventus FC,AS Roma,2-2,CF,44,1-1,Penalty,,0,D,Empatar,44,1st,Q3 1st,21
1273,CR7,20/21,Serie A,2,27-09-2020,A,Juventus FC,AS Roma,2-2,CF,69,2-2,Header,Danilo,0,D,Empatar,69,2nd,Q2 2nd,21
1274,Messi,20/21,LaLiga,3,27-09-2020,H,FC Barcelona,Villarreal CF,4-0,CF,35,3-0,Penalty,,0,H,Ampliar,35,1st,Q3 1st,21
1275,Messi,20/21,UEFA Champions League,Group Stage,20-10-2020,H,FC Barcelona,Ferencvarosi TC,5-1,CF,27,1-0,Penalty,,0,H,Adelantar,27,1st,Q2 1st,21
1276,Messi,20/21,UEFA Champions League,Group Stage,28-10-2020,A,FC Barcelona,Juventus FC,0-2,CF,90+1,0-2,Penalty,,0,A,Ampliar,90,2nd,Q3 2nd,21
1277,CR7,20/21,Serie A,6,01-11-2020,A,Juventus FC,Spezia Calcio,1-4,CF,76,1-4,Penalty,,0,A,Ampliar,76,2nd,Q3 2nd,21
1278,CR7,20/21,Serie A,6,01-11-2020,A,Juventus FC,Spezia Calcio,1-4,CF,59,1-2,Right-footed shot,alvaro Morata,0,A,Adelantar,59,2nd,Q1 2nd,21
1279,Messi,20/21,UEFA Champions League,Group Stage,04-11-2020,H,FC Barcelona,Dynamo Kyiv,2-1,RW,5,1-0,Penalty,,0,H,Adelantar,5,1st,Q1 1st,21
1280,Messi,20/21,LaLiga,9,07-11-2020,H,FC Barcelona,Real Betis Balompie,5-2,CF,82,4-2,Left-footed shot,Sergi Roberto,0,H,Ampliar,82,2nd,Q3 2nd,21
1281,Messi,20/21,LaLiga,9,07-11-2020,H,FC Barcelona,Real Betis Balompie,5-2,CF,61,3-1,Penalty,,0,H,Ampliar,61,2nd,Q2 2nd,21
1282,CR7,20/21,Serie A,7,08-11-2020,A,Juventus FC,SS Lazio,1-1,LW,15,0-1,Right-footed shot,Juan Cuadrado,0,D,Adelantar,15,1st,Q1 1st,21
1283,CR7,20/21,Serie A,8,21-11-2020,H,Juventus FC,Cagliari Calcio,2-0,CF,38,1-0,Right-footed shot,alvaro Morata,0,H,Adelantar,38,1st,Q3 1st,21
1284,CR7,20/21,Serie A,8,21-11-2020,H,Juventus FC,Cagliari Calcio,2-0,CF,42,2-0,Right-footed shot,Merih Demiral,0,H,Ampliar,42,1st,Q3 1st,21
1285,CR7,20/21,UEFA Champions League,Group Stage,24-11-2020,H,Juventus FC,Ferencvarosi TC,2-1,CF,35,1-1,Left-footed shot,Juan Cuadrado,0,H,Empatar,35,1st,Q3 1st,21
1286,Messi,20/21,LaLiga,11,29-11-2020,H,FC Barcelona,CA Osasuna,4-0,RW,73,4-0,Left-footed shot,Francisco TrincÃ£o,0,H,Ampliar,73,2nd,Q2 2nd,21
1287,CR7,20/21,UEFA Champions League,Group Stage,02-12-2020,H,Juventus FC,Dynamo Kyiv,3-0,CF,57,2-0,Right-footed shot,alvaro Morata,0,H,Ampliar,57,2nd,Q1 2nd,21
1288,CR7,20/21,UEFA Champions League,Group Stage,08-12-2020,A,Juventus FC,FC Barcelona,0-3,CF,13,0-1,Penalty,,0,A,Adelantar,13,1st,Q1 1st,21
1289,CR7,20/21,UEFA Champions League,Group Stage,08-12-2020,A,Juventus FC,FC Barcelona,0-3,CF,52,0-3,Penalty,,0,A,Ampliar,52,2nd,Q1 2nd,21
1290,CR7,20/21,Serie A,11,13-12-2020,A,Juventus FC,Genoa CFC,1-3,CF,78,1-2,Penalty,,0,A,Adelantar,78,2nd,Q3 2nd,21
1291,CR7,20/21,Serie A,11,13-12-2020,A,Juventus FC,Genoa CFC,1-3,CF,89,1-3,Penalty,,0,A,Ampliar,89,2nd,Q3 2nd,21
1292,Messi,20/21,LaLiga,13,13-12-2020,H,FC Barcelona,Levante UD,1-0,CF,76,1-0,Left-footed shot,Frenkie de Jong,0,H,Adelantar,76,2nd,Q3 2nd,21
1293,CR7,20/21,Serie A,13,19-12-2020,A,Juventus FC,Parma Calcio 1913,0-4,CF,48,0-3,Left-footed shot,Aaron Ramsey,0,A,Ampliar,48,2nd,Q1 2nd,21
1294,Messi,20/21,LaLiga,14,19-12-2020,H,FC Barcelona,Valencia CF,2-2,CF,45+4,1-1,Header,,0,D,Empatar,45,1st,Q3 1st,21
1295,CR7,20/21,Serie A,13,19-12-2020,A,Juventus FC,Parma Calcio 1913,0-4,CF,26,0-2,Header,alvaro Morata,0,A,Ampliar,26,1st,Q2 1st,21
1296,Messi,20/21,LaLiga,15,22-12-2020,A,FC Barcelona,Real Valladolid CF,0-3,AM,65,0-3,Left-footed shot,Pedri,0,A,Ampliar,65,2nd,Q2 2nd,21
1297,CR7,20/21,Serie A,15,03-01-2021,H,Juventus FC,Udinese Calcio,4-1,CF,31,1-0,Right-footed shot,Aaron Ramsey,0,H,Adelantar,31,1st,Q3 1st,21
1298,CR7,20/21,Serie A,15,03-01-2021,H,Juventus FC,Udinese Calcio,4-1,CF,70,3-0,Left-footed shot,Rodrigo Bentancur,0,H,Ampliar,70,2nd,Q2 2nd,21
1299,Messi,20/21,LaLiga,2,06-01-2021,A,FC Barcelona,Athletic Bilbao,2-3,CF,38,1-2,Left-footed shot,Pedri,0,A,Adelantar,38,1st,Q3 1st,21
1300,Messi,20/21,LaLiga,2,06-01-2021,A,FC Barcelona,Athletic Bilbao,2-3,CF,62,1-3,Left-footed shot,Antoine Griezmann,0,A,Ampliar,62,2nd,Q2 2nd,21
1301,Messi,20/21,LaLiga,18,09-01-2021,A,FC Barcelona,Granada CF,0-4,CF,35,0-2,Left-footed shot,Antoine Griezmann,0,A,Ampliar,35,1st,Q3 1st,21
1302,Messi,20/21,LaLiga,18,09-01-2021,A,FC Barcelona,Granada CF,0-4,CF,42,0-3,Direct free kick,,0,A,Ampliar,42,1st,Q3 1st,21
1303,CR7,20/21,Serie A,17,10-01-2021,H,Juventus FC,US Sassuolo,3-1,CF,90+2,3-1,Right-footed shot,Danilo,0,H,Ampliar,90,2nd,Q3 2nd,21
1304,CR7,20/21,Supercoppa Italiana,Final,20-01-2021,H,Juventus FC,SSC Napoli,2-0,CF,64,1-0,Tap-in,,0,H,Adelantar,64,2nd,Q2 2nd,21
1305,Messi,20/21,Copa del Rey,Round of 16,27-01-2021,A,FC Barcelona,Rayo Vallecano,1-2,CF,69,1-1,Left-footed shot,Antoine Griezmann,0,A,Empatar,69,2nd,Q2 2nd,21
1306,Messi,20/21,LaLiga,21,31-01-2021,H,FC Barcelona,Athletic Bilbao,2-1,CF,20,1-0,Direct free kick,,0,H,Adelantar,20,1st,Q2 1st,21
1307,CR7,20/21,Italy Cup,Semi-Finals,02-02-2021,A,Juventus FC,Inter Milan,1-2,CF,26,1-1,Penalty,,0,A,Empatar,26,1st,Q2 1st,21
1308,CR7,20/21,Italy Cup,Semi-Finals,02-02-2021,A,Juventus FC,Inter Milan,1-2,CF,35,1-2,Left-footed shot,,0,A,Adelantar,35,1st,Q3 1st,21
1309,CR7,20/21,Serie A,21,06-02-2021,H,Juventus FC,AS Roma,2-0,CF,13,1-0,Left-footed shot,alvaro Morata,0,H,Adelantar,13,1st,Q1 1st,21
1310,Messi,20/21,LaLiga,22,07-02-2021,A,FC Barcelona,Real Betis Balompie,2-3,CF,59,1-1,Left-footed shot,Ousmane Dembele,0,A,Empatar,59,2nd,Q1 2nd,21
1311,Messi,20/21,LaLiga,23,13-02-2021,H,FC Barcelona,Deportivo Alaves,5-1,CF,75,4-1,Left-footed shot,Antoine Griezmann,0,H,Ampliar,75,2nd,Q2 2nd,21
1312,Messi,20/21,LaLiga,23,13-02-2021,H,FC Barcelona,Deportivo Alaves,5-1,CF,45+1,2-0,Left-footed shot,Sergio Busquets,0,H,Ampliar,45,1st,Q3 1st,21
1313,Messi,20/21,UEFA Champions League,Round of 16,16-02-2021,H,FC Barcelona,Paris Saint-Germain,1-4,CF,27,1-0,Penalty,,0,A,Adelantar,27,1st,Q2 1st,21
1314,Messi,20/21,LaLiga,24,21-02-2021,H,FC Barcelona,Cadiz CF,1-1,CF,32,1-0,Penalty,,0,D,Adelantar,32,1st,Q3 1st,21
1315,CR7,20/21,Serie A,23,22-02-2021,H,Juventus FC,FC Crotone,3-0,CF,45+1,2-0,Header,Aaron Ramsey,0,H,Ampliar,45,1st,Q3 1st,21
1316,CR7,20/21,Serie A,23,22-02-2021,H,Juventus FC,FC Crotone,3-0,CF,38,1-0,Header,Alex Sandro,0,H,Adelantar,38,1st,Q3 1st,21
1317,Messi,20/21,LaLiga,1,24-02-2021,H,FC Barcelona,Elche CF,3-0,CF,68,2-0,Left-footed shot,Frenkie de Jong,0,H,Ampliar,68,2nd,Q2 2nd,21
1318,Messi,20/21,LaLiga,1,24-02-2021,H,FC Barcelona,Elche CF,3-0,CF,48,1-0,Left-footed shot,Martin Braithwaite,0,H,Adelantar,48,2nd,Q1 2nd,21
1319,Messi,20/21,LaLiga,25,27-02-2021,A,FC Barcelona,Sevilla FC,0-2,CF,85,0-2,Right-footed shot,Ilaix Moriba,0,A,Ampliar,85,2nd,Q3 2nd,21
1320,CR7,20/21,Serie A,24,27-02-2021,A,Juventus FC,Hellas Verona,1-1,CF,49,0-1,Right-footed shot,Federico Chiesa,0,D,Adelantar,49,2nd,Q1 2nd,21
1321,CR7,20/21,Serie A,25,02-03-2021,H,Juventus FC,Spezia Calcio,3-0,CF,89,3-0,Counter attack goal,Rodrigo Bentancur,0,H,Ampliar,89,2nd,Q3 2nd,21
1322,Messi,20/21,UEFA Champions League,Round of 16,10-03-2021,A,FC Barcelona,Paris Saint-Germain,1-1,SS,37,1-1,Long distance kick,Pedri,0,D,Empatar,37,1st,Q3 1st,21
1323,CR7,20/21,Serie A,27,14-03-2021,A,Juventus FC,Cagliari Calcio,1-3,CF,32,0-3,Left-footed shot,Federico Chiesa,0,A,Ampliar,32,1st,Q3 1st,21
1324,CR7,20/21,Serie A,27,14-03-2021,A,Juventus FC,Cagliari Calcio,1-3,CF,25,0-2,Penalty,,0,A,Ampliar,25,1st,Q2 1st,21
1325,CR7,20/21,Serie A,27,14-03-2021,A,Juventus FC,Cagliari Calcio,1-3,CF,10,0-1,Header,Juan Cuadrado,0,A,Adelantar,10,1st,Q1 1st,21
1326,Messi,20/21,LaLiga,27,15-03-2021,H,FC Barcelona,SD Huesca,4-1,SS,13,1-0,Left-footed shot,Sergio Busquets,0,H,Adelantar,13,1st,Q1 1st,21
1327,Messi,20/21,LaLiga,27,15-03-2021,H,FC Barcelona,SD Huesca,4-1,SS,90,4-1,Left-footed shot,Francisco TrincÃ£o,0,H,Ampliar,90,2nd,Q3 2nd,21
1328,Messi,20/21,LaLiga,28,21-03-2021,A,FC Barcelona,Real Sociedad,1-6,SS,56,0-4,Left-footed shot,Sergio Busquets,0,A,Ampliar,56,2nd,Q1 2nd,21
1329,Messi,20/21,LaLiga,28,21-03-2021,A,FC Barcelona,Real Sociedad,1-6,SS,89,1-6,Left-footed shot,Jordi Alba,0,A,Ampliar,89,2nd,Q3 2nd,21
1330,CR7,20/21,Serie A,29,03-04-2021,A,Juventus FC,Torino FC,2-2,CF,79,2-2,Header,Giorgio Chiellini,0,D,Empatar,79,2nd,Q3 2nd,21
